2025-08-14 08:24:21 | 22.251.30.206:54038 -> 192.168.1.100:50918 | proto=tcp | len=100 | score=0.0000 | label=normal
2025-08-14 08:24:28 | 93.138.63.247:32368 -> 192.168.1.100:47092 | proto=tcp | len=144 | score=0.0000 | label=normal
2025-08-14 08:24:28 | 41.216.236.231:65483 -> 192.168.1.100:31293 | proto=tcp | len=99 | score=0.0000 | label=normal
2025-08-14 08:24:29 | 78.68.126.71:24450 -> 192.168.1.100:51361 | proto=tcp | len=122 | score=0.0000 | label=normal
2025-08-14 08:24:29 | 172.17.0.2:52490 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:24:29 | 172.17.0.2:52490 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:24:29 | 192.168.65.7:53 -> 172.17.0.2:52490 | proto=udp | len=96 | score=0.0000 | label=normal
2025-08-14 08:24:29 | 192.168.65.7:53 -> 172.17.0.2:52490 | proto=udp | len=108 | score=0.0000 | label=normal
2025-08-14 08:24:29 | 172.17.0.2:0 -> 142.250.67.46:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:24:29 | 142.250.67.46:0 -> 172.17.0.2:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:24:30 | 172.17.0.2:53692 -> 192.168.65.7:53 | proto=udp | len=86 | score=0.0000 | label=normal
2025-08-14 08:24:30 | 192.168.65.7:53 -> 172.17.0.2:53692 | proto=udp | len=86 | score=0.0000 | label=normal
2025-08-14 08:24:30 | 247.200.118.119:44283 -> 192.168.1.100:51235 | proto=tcp | len=79 | score=0.0000 | label=normal
2025-08-14 08:24:30 | 172.17.0.2:53976 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:24:30 | 172.17.0.2:53976 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:24:30 | 192.168.65.7:53 -> 172.17.0.2:53976 | proto=udp | len=108 | score=0.0000 | label=normal
2025-08-14 08:24:30 | 192.168.65.7:53 -> 172.17.0.2:53976 | proto=udp | len=96 | score=0.0000 | label=normal
2025-08-14 08:24:30 | 172.17.0.2:0 -> 142.250.67.46:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:24:30 | 142.250.67.46:0 -> 172.17.0.2:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:24:30 | 172.17.0.2:54619 -> 192.168.65.7:53 | proto=udp | len=86 | score=0.0000 | label=normal
2025-08-14 08:24:30 | 192.168.65.7:53 -> 172.17.0.2:54619 | proto=udp | len=86 | score=0.0000 | label=normal
2025-08-14 08:24:30 | 42.196.17.223:15058 -> 192.168.1.100:13596 | proto=tcp | len=101 | score=0.0000 | label=normal
2025-08-14 08:24:30 | 152.196.224.233:44030 -> 192.168.1.100:51145 | proto=tcp | len=132 | score=0.0000 | label=normal
2025-08-14 08:24:31 | 172.17.0.2:55865 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:24:31 | 172.17.0.2:55865 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:24:31 | 192.168.65.7:53 -> 172.17.0.2:55865 | proto=udp | len=96 | score=0.0000 | label=normal
2025-08-14 08:24:31 | 192.168.65.7:53 -> 172.17.0.2:55865 | proto=udp | len=108 | score=0.0000 | label=normal
2025-08-14 08:24:31 | 172.17.0.2:0 -> 142.250.67.46:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:24:31 | 142.250.67.46:0 -> 172.17.0.2:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:24:31 | 172.17.0.2:33071 -> 192.168.65.7:53 | proto=udp | len=86 | score=0.0000 | label=normal
2025-08-14 08:24:31 | 192.168.65.7:53 -> 172.17.0.2:33071 | proto=udp | len=86 | score=0.0000 | label=normal
2025-08-14 08:24:31 | 9.190.41.167:59014 -> 192.168.1.100:3183 | proto=tcp | len=137 | score=0.0000 | label=normal
2025-08-14 08:24:32 | 102.110.154.11:25165 -> 192.168.1.100:23320 | proto=tcp | len=148 | score=0.0000 | label=normal
2025-08-14 08:24:32 | 172.17.0.2:55378 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:24:32 | 172.17.0.2:55378 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:24:32 | 192.168.65.7:53 -> 172.17.0.2:55378 | proto=udp | len=108 | score=0.0000 | label=normal
2025-08-14 08:24:32 | 192.168.65.7:53 -> 172.17.0.2:55378 | proto=udp | len=96 | score=0.0000 | label=normal
2025-08-14 08:24:32 | 172.17.0.2:0 -> 142.250.67.46:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:24:32 | 142.250.67.46:0 -> 172.17.0.2:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:24:32 | 172.17.0.2:51803 -> 192.168.65.7:53 | proto=udp | len=86 | score=0.0000 | label=normal
2025-08-14 08:24:32 | 192.168.65.7:53 -> 172.17.0.2:51803 | proto=udp | len=86 | score=0.0000 | label=normal
2025-08-14 08:24:32 | 61.44.170.7:4388 -> 192.168.1.100:23308 | proto=tcp | len=91 | score=0.0000 | label=normal
2025-08-14 08:24:33 | 185.92.74.46:39992 -> 192.168.1.100:56897 | proto=tcp | len=91 | score=0.0000 | label=normal
2025-08-14 08:24:33 | 126.192.28.227:43470 -> 192.168.1.100:55615 | proto=tcp | len=82 | score=0.0000 | label=normal
2025-08-14 08:24:34 | 129.49.149.109:38724 -> 192.168.1.100:57925 | proto=tcp | len=95 | score=0.0000 | label=normal
2025-08-14 08:24:34 | 104.231.204.246:29115 -> 192.168.1.100:15689 | proto=tcp | len=124 | score=0.0000 | label=normal
2025-08-14 08:24:35 | 100.62.250.55:46735 -> 192.168.1.100:54020 | proto=tcp | len=121 | score=0.0000 | label=normal
2025-08-14 08:24:36 | 95.250.5.102:37347 -> 192.168.1.100:11657 | proto=tcp | len=145 | score=0.0000 | label=normal
2025-08-14 08:24:36 | 172.17.0.2:54896 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:24:36 | 172.17.0.2:54896 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:24:36 | 192.168.65.7:53 -> 172.17.0.2:54896 | proto=udp | len=108 | score=0.0000 | label=normal
2025-08-14 08:24:36 | 192.168.65.7:53 -> 172.17.0.2:54896 | proto=udp | len=96 | score=0.0000 | label=normal
2025-08-14 08:24:36 | 172.17.0.2:0 -> 142.250.67.46:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:24:36 | 142.250.67.46:0 -> 172.17.0.2:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:24:36 | 172.17.0.2:48925 -> 192.168.65.7:53 | proto=udp | len=86 | score=0.0000 | label=normal
2025-08-14 08:24:36 | 192.168.65.7:53 -> 172.17.0.2:48925 | proto=udp | len=86 | score=0.0000 | label=normal
2025-08-14 08:24:36 | 200.77.84.5:25372 -> 192.168.1.100:56733 | proto=tcp | len=139 | score=0.0000 | label=normal
2025-08-14 08:24:37 | 143.22.3.226:16794 -> 192.168.1.100:14875 | proto=tcp | len=129 | score=0.0000 | label=normal
2025-08-14 08:24:37 | 172.17.0.2:50368 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:24:37 | 172.17.0.2:50368 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:24:37 | 192.168.65.7:53 -> 172.17.0.2:50368 | proto=udp | len=96 | score=0.0000 | label=normal
2025-08-14 08:24:37 | 192.168.65.7:53 -> 172.17.0.2:50368 | proto=udp | len=108 | score=0.0000 | label=normal
2025-08-14 08:24:37 | 172.17.0.2:0 -> 142.250.67.46:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:24:37 | 142.250.67.46:0 -> 172.17.0.2:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:24:37 | 172.17.0.2:46270 -> 192.168.65.7:53 | proto=udp | len=86 | score=0.0000 | label=normal
2025-08-14 08:24:37 | 192.168.65.7:53 -> 172.17.0.2:46270 | proto=udp | len=86 | score=0.0000 | label=normal
2025-08-14 08:24:37 | 193.119.145.209:12757 -> 192.168.1.100:2915 | proto=tcp | len=75 | score=0.0000 | label=normal
2025-08-14 08:24:38 | 67.178.196.4:4367 -> 192.168.1.100:51803 | proto=tcp | len=147 | score=0.0000 | label=normal
2025-08-14 08:24:38 | 172.17.0.2:49376 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:24:38 | 172.17.0.2:49376 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:24:38 | 192.168.65.7:53 -> 172.17.0.2:49376 | proto=udp | len=96 | score=0.0000 | label=normal
2025-08-14 08:24:38 | 192.168.65.7:53 -> 172.17.0.2:49376 | proto=udp | len=108 | score=0.0000 | label=normal
2025-08-14 08:24:39 | 172.17.0.2:0 -> 142.250.67.46:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:24:39 | 142.250.67.46:0 -> 172.17.0.2:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:24:39 | 172.17.0.2:52033 -> 192.168.65.7:53 | proto=udp | len=86 | score=0.0000 | label=normal
2025-08-14 08:24:39 | 192.168.65.7:53 -> 172.17.0.2:52033 | proto=udp | len=86 | score=0.0000 | label=normal
2025-08-14 08:24:39 | 12.113.184.28:44880 -> 192.168.1.100:4224 | proto=tcp | len=79 | score=0.0000 | label=normal
2025-08-14 08:24:39 | 172.17.0.2:59049 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:24:39 | 172.17.0.2:59049 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:24:39 | 192.168.65.7:53 -> 172.17.0.2:59049 | proto=udp | len=96 | score=0.0000 | label=normal
2025-08-14 08:24:39 | 192.168.65.7:53 -> 172.17.0.2:59049 | proto=udp | len=108 | score=0.0000 | label=normal
2025-08-14 08:24:39 | 172.17.0.2:0 -> 142.250.67.46:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:24:39 | 142.250.67.46:0 -> 172.17.0.2:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:24:39 | 172.17.0.2:45158 -> 192.168.65.7:53 | proto=udp | len=86 | score=0.0000 | label=normal
2025-08-14 08:24:39 | 192.168.65.7:53 -> 172.17.0.2:45158 | proto=udp | len=86 | score=0.0000 | label=normal
2025-08-14 08:24:39 | 124.220.186.57:52504 -> 192.168.1.100:1131 | proto=tcp | len=144 | score=0.0000 | label=normal
2025-08-14 08:24:39 | 185.99.185.35:64423 -> 192.168.1.100:8073 | proto=tcp | len=153 | score=0.0000 | label=normal
2025-08-14 08:28:38 | 172.17.0.2:48485 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:28:38 | 172.17.0.2:48485 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:28:38 | 192.168.65.7:53 -> 172.17.0.2:48485 | proto=udp | len=96 | score=0.0000 | label=normal
2025-08-14 08:28:38 | 192.168.65.7:53 -> 172.17.0.2:48485 | proto=udp | len=108 | score=0.0000 | label=normal
2025-08-14 08:28:38 | 172.17.0.2:0 -> 142.251.220.46:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:28:38 | 142.251.220.46:0 -> 172.17.0.2:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:28:39 | 172.17.0.2:32887 -> 192.168.65.7:53 | proto=udp | len=87 | score=0.0000 | label=normal
2025-08-14 08:28:39 | 192.168.65.7:53 -> 172.17.0.2:32887 | proto=udp | len=87 | score=0.0000 | label=normal
2025-08-14 08:28:41 | 172.17.0.2:56426 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:28:41 | 172.17.0.2:56426 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:28:41 | 192.168.65.7:53 -> 172.17.0.2:56426 | proto=udp | len=108 | score=0.0000 | label=normal
2025-08-14 08:28:42 | 192.168.65.7:53 -> 172.17.0.2:56426 | proto=udp | len=96 | score=0.0000 | label=normal
2025-08-14 08:28:42 | 172.17.0.2:0 -> 142.251.220.46:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:28:42 | 142.251.220.46:0 -> 172.17.0.2:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:28:42 | 172.17.0.2:55614 -> 192.168.65.7:53 | proto=udp | len=87 | score=0.0000 | label=normal
2025-08-14 08:28:42 | 192.168.65.7:53 -> 172.17.0.2:55614 | proto=udp | len=87 | score=0.0000 | label=normal
2025-08-14 08:28:42 | 172.17.0.2:47820 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:28:42 | 172.17.0.2:47820 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:28:42 | 192.168.65.7:53 -> 172.17.0.2:47820 | proto=udp | len=108 | score=0.0000 | label=normal
2025-08-14 08:28:43 | 192.168.65.7:53 -> 172.17.0.2:47820 | proto=udp | len=96 | score=0.0000 | label=normal
2025-08-14 08:28:43 | 172.17.0.2:0 -> 142.251.220.46:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:28:43 | 142.251.220.46:0 -> 172.17.0.2:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:28:43 | 172.17.0.2:44778 -> 192.168.65.7:53 | proto=udp | len=87 | score=0.0000 | label=normal
2025-08-14 08:28:43 | 192.168.65.7:53 -> 172.17.0.2:44778 | proto=udp | len=87 | score=0.0000 | label=normal
2025-08-14 08:28:43 | 172.17.0.2:37269 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:28:43 | 172.17.0.2:37269 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:28:43 | 192.168.65.7:53 -> 172.17.0.2:37269 | proto=udp | len=96 | score=0.0000 | label=normal
2025-08-14 08:28:43 | 192.168.65.7:53 -> 172.17.0.2:37269 | proto=udp | len=108 | score=0.0000 | label=normal
2025-08-14 08:28:43 | 172.17.0.2:0 -> 142.251.220.46:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:28:43 | 142.251.220.46:0 -> 172.17.0.2:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:28:43 | 172.17.0.2:60606 -> 192.168.65.7:53 | proto=udp | len=87 | score=0.0000 | label=normal
2025-08-14 08:28:43 | 192.168.65.7:53 -> 172.17.0.2:60606 | proto=udp | len=87 | score=0.0000 | label=normal
2025-08-14 08:28:44 | 172.17.0.2:41479 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:28:44 | 172.17.0.2:41479 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:28:44 | 192.168.65.7:53 -> 172.17.0.2:41479 | proto=udp | len=108 | score=0.0000 | label=normal
2025-08-14 08:28:44 | 192.168.65.7:53 -> 172.17.0.2:41479 | proto=udp | len=96 | score=0.0000 | label=normal
2025-08-14 08:28:44 | 172.17.0.2:0 -> 142.251.220.46:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:28:44 | 142.251.220.46:0 -> 172.17.0.2:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:28:44 | 172.17.0.2:47175 -> 192.168.65.7:53 | proto=udp | len=87 | score=0.0000 | label=normal
2025-08-14 08:28:44 | 192.168.65.7:53 -> 172.17.0.2:47175 | proto=udp | len=87 | score=0.0000 | label=normal
2025-08-14 08:28:45 | 172.17.0.2:35056 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:28:45 | 172.17.0.2:35056 -> 192.168.65.7:53 | proto=udp | len=70 | score=0.0000 | label=normal
2025-08-14 08:28:45 | 192.168.65.7:53 -> 172.17.0.2:35056 | proto=udp | len=96 | score=0.0000 | label=normal
2025-08-14 08:28:45 | 192.168.65.7:53 -> 172.17.0.2:35056 | proto=udp | len=108 | score=0.0000 | label=normal
2025-08-14 08:28:45 | 172.17.0.2:0 -> 142.251.220.46:0 | proto=icmp | len=98 | score=0.0123 | label=normal
2025-08-14 08:28:45 | 142.251.220.46:0 -> 172.17.0.2:0 | proto=icmp | len=98 | score=0.0123 | label=normal
